Id,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,OverallQual,OverallCond,SalePrice
725,IR1,Gtl,Ex,TA,Ex,TA,No,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,320000
726,Reg,Gtl,TA,TA,TA,TA,No,ALQ,BLQ,TA,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,4,6,120500
727,IR1,Gtl,Gd,Gd,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,9,222000
728,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,194500
729,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,110000
730,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,103000
731,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,236500
732,IR1,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,187500
733,IR1,Gtl,Gd,TA,Gd,TA,Av,ALQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,222500
734,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,TA,Typ,TA,RFn,TA,TA,Y,NA,GdWo,5,6,131400
735,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,108000
736,Reg,Gtl,TA,TA,Gd,TA,Mn,Rec,Unf,Fa,TA,Typ,TA,Unf,TA,TA,N,NA,NA,7,7,163000
737,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,3,4,93500
738,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,239900
739,Reg,Gtl,TA,TA,Gd,Gd,Gd,GLQ,Unf,TA,TA,Typ,NA,NA,NA,NA,Y,NA,NA,5,5,179000
740,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,190000
741,Reg,Gtl,TA,Gd,Fa,Fa,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,Gd,Y,NA,GdPrv,5,7,132000
742,IR1,Gtl,TA,Gd,TA,TA,Mn,GLQ,Unf,Gd,Gd,Typ,NA,Unf,TA,TA,Y,NA,GdPrv,6,8,142000
743,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,GdPrv,7,5,179000
744,IR1,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,Ex,TA,Min2,TA,RFn,TA,TA,Y,NA,NA,5,6,175000
745,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Gd,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,180000
746,IR1,Gtl,Ex,Gd,TA,Gd,No,GLQ,ALQ,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,9,299800
747,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,236000
748,IR1,Gtl,Gd,TA,TA,Fa,No,Unf,Unf,TA,Gd,Typ,Gd,Unf,TA,TA,N,NA,NA,7,7,265979
749,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,260400
750,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,TA,Mod,NA,Unf,TA,TA,N,NA,NA,4,3,98000
751,Reg,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Gd,TA,Min2,NA,NA,NA,NA,N,NA,NA,4,7,96500
752,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,162000
753,IR1,Gtl,TA,Gd,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,217000
754,Reg,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Gd,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,275500
755,Reg,Gtl,TA,TA,TA,TA,No,GLQ,LwQ,Gd,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,8,156000
756,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,172500
757,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,8,5,212000
758,IR1,Gtl,TA,TA,TA,TA,Mn,Rec,Unf,TA,TA,Typ,TA,Fin,TA,TA,Y,NA,GdPrv,6,5,158900
759,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,179400
760,IR1,Gtl,Gd,TA,Gd,TA,Av,LwQ,ALQ,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,290000
761,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,NA,Unf,Ex,Ex,Y,NA,NA,6,6,127500
762,Reg,Gtl,TA,TA,TA,TA,Mn,LwQ,Unf,TA,Fa,Min1,NA,Unf,TA,TA,Y,NA,NA,5,5,100000
763,Reg,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,215200
764,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,337000
765,IR1,Gtl,Gd,Gd,Gd,Gd,Av,LwQ,GLQ,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,270000
766,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,264132
767,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,MnPrv,7,5,196500
768,IR1,Gtl,TA,TA,Gd,TA,Mn,ALQ,Unf,Ex,TA,Mod,NA,Unf,TA,TA,Y,NA,NA,6,7,160000
769,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,216837
770,IR2,Mod,Ex,TA,Gd,TA,Gd,ALQ,Unf,Ex,Ex,Mod,Gd,Fin,TA,TA,Y,NA,NA,8,5,538000
771,IR1,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,134900
772,Reg,Gtl,TA,TA,Fa,Fa,No,LwQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,102000
773,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,BLQ,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,MnPrv,6,5,107000
774,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,5,5,114500
775,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Gd,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,395000
776,Reg,Gtl,TA,TA,Ex,TA,No,GLQ,Unf,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,162000
777,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,221500
778,IR1,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,Fa,Unf,TA,TA,Y,NA,MnPrv,5,5,142500
779,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,5,5,144000
780,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,135000
781,Reg,Gtl,TA,TA,Gd,Gd,No,Unf,Unf,Gd,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,176000
782,Reg,Gtl,Gd,Gd,Gd,TA,No,ALQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,175900
783,IR2,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,187100
784,IR1,Gtl,TA,Gd,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,5,6,165500
785,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,Gd,NA,NA,NA,Y,NA,NA,6,6,128000
786,Reg,Gtl,TA,TA,TA,TA,No,Rec,LwQ,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,5,161500
787,Reg,Gtl,TA,Gd,Fa,TA,No,LwQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,139000
788,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,233000
789,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,Fa,TA,Y,NA,NA,4,7,107900
790,IR1,Gtl,TA,TA,TA,Fa,Gd,LwQ,Unf,Gd,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,6,8,187500
791,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,160200
792,IR1,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,146800
793,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,7,5,269790
794,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,8,5,225000
795,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,194500
796,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,MnPrv,6,6,171000
797,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,TA,RFn,TA,TA,Y,NA,MnPrv,6,5,143500
798,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,110000
799,Reg,Gtl,Ex,TA,Ex,TA,No,Unf,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,485000
800,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Ex,Gd,Typ,TA,Unf,TA,TA,Y,NA,MnPrv,5,7,175000
801,IR1,Mod,TA,TA,Gd,TA,Gd,GLQ,Unf,Gd,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,200000
802,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,7,109900
803,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,189000
804,Reg,Gtl,Ex,TA,Ex,TA,Gd,Unf,Unf,Ex,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,9,5,582933
805,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,TA,Min1,NA,Unf,TA,TA,Y,NA,GdWo,5,5,118000
806,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Ex,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,227680
807,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,Rec,Gd,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,5,5,135500
808,Reg,Gtl,TA,TA,TA,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,5,6,223500
809,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,BLQ,TA,TA,Typ,Gd,RFn,TA,TA,Y,NA,GdWo,5,5,159950
810,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,Fa,Po,N,NA,MnPrv,5,5,106000
811,Reg,Gtl,TA,TA,TA,TA,No,ALQ,LwQ,Fa,Gd,Typ,Fa,RFn,TA,TA,Y,Fa,GdPrv,6,6,181000
812,Reg,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,5,144500
813,Reg,Mod,Fa,TA,TA,TA,Av,Unf,Unf,TA,Fa,Typ,NA,Unf,TA,TA,N,NA,NA,5,5,55993
814,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,6,6,157900
815,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Fa,Typ,NA,Unf,TA,TA,P,NA,NA,5,7,116000
816,IR2,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,224900
817,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,5,6,137000
818,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,271000
819,Reg,Gtl,TA,TA,TA,TA,Av,GLQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,6,7,155000
820,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,224000
821,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,183000
822,Reg,Mod,Fa,TA,Fa,TA,No,Unf,Unf,TA,TA,Min2,NA,Unf,TA,TA,Y,NA,NA,4,4,93000
823,IR1,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,225000
824,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,GdWo,6,7,139500
825,Reg,Gtl,Gd,TA,Gd,Gd,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,232600
826,Reg,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,10,5,385000
827,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,Gd,Typ,NA,NA,NA,NA,Y,NA,NA,5,6,109500
828,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,189000
829,IR2,Sev,TA,TA,TA,Gd,Gd,LwQ,ALQ,TA,TA,Min2,NA,Fin,TA,TA,Y,NA,NA,5,5,185000
830,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,147400
831,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,5,166000
832,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,151000
833,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,6,237000
834,Reg,Gtl,TA,TA,TA,TA,No,Rec,BLQ,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,6,6,167000
835,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,GdWo,5,6,139950
836,Reg,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,TA,Gd,Min2,NA,Unf,TA,TA,Y,NA,NA,4,7,128000
837,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Min2,NA,Unf,TA,TA,Y,NA,GdWo,5,6,153500
838,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,100000
839,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,144000
840,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,130500
841,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Fa,Typ,NA,Unf,TA,TA,P,NA,NA,6,8,140000
842,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,Po,Unf,Gd,TA,P,NA,NA,5,8,157500
843,Reg,Gtl,TA,TA,TA,TA,Gd,Rec,ALQ,TA,TA,Typ,NA,RFn,Gd,Gd,Y,NA,GdPrv,6,7,174900
844,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,NA,NA,NA,Y,NA,NA,5,4,141000
845,IR1,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,Gd,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,8,153900
846,IR1,Gtl,TA,TA,Gd,TA,Gd,ALQ,Unf,TA,TA,Min2,TA,Fin,TA,TA,Y,NA,NA,5,5,171000
847,Reg,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Ex,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,7,5,213000
848,IR1,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,Ex,TA,Typ,Fa,Unf,TA,TA,Y,NA,NA,5,6,133500
849,IR2,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,Unf,Fa,TA,Y,NA,NA,6,8,240000
850,Reg,Gtl,Gd,Gd,TA,TA,No,Unf,Unf,Ex,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,7,187000
851,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,131500
852,Reg,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,215000
853,Reg,Gtl,TA,Gd,TA,TA,No,Rec,Unf,Gd,TA,Typ,Gd,Unf,TA,TA,Y,NA,MnPrv,7,5,164000
854,IR1,Gtl,TA,Gd,TA,TA,Gd,Rec,Unf,TA,TA,Typ,Fa,RFn,TA,TA,Y,NA,MnPrv,6,6,158000
855,Reg,Gtl,TA,TA,TA,TA,Mn,ALQ,Rec,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,4,170000
856,IR1,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,8,127000
857,IR1,Mod,TA,TA,Gd,Gd,Gd,GLQ,LwQ,TA,TA,Typ,NA,Unf,TA,Fa,Y,NA,MnPrv,6,6,147000
858,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,5,174000
859,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,MnPrv,7,5,152000
860,IR1,Gtl,TA,TA,TA,TA,Mn,BLQ,Unf,TA,Gd,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,7,250000
861,Reg,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,Gd,Unf,TA,TA,Y,NA,GdPrv,7,8,189950
862,Reg,Gtl,TA,TA,TA,TA,Mn,BLQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,4,131500
863,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,GdPrv,6,5,152000
864,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,GdPrv,5,5,132500
865,Reg,Gtl,Gd,TA,Ex,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,250580
866,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,6,148500
867,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,248900
868,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,Fa,Typ,NA,RFn,TA,TA,Y,NA,NA,4,5,129000
869,IR2,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,TA,Typ,TA,Unf,TA,TA,P,NA,NA,5,6,169000
870,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,GdPrv,7,5,236000
871,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,109500
872,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,200500
873,Reg,Gtl,Gd,TA,TA,TA,Av,Unf,Unf,Gd,Gd,Typ,NA,Unf,TA,TA,Y,NA,GdWo,5,7,116000
874,Reg,Gtl,Gd,TA,TA,TA,No,Rec,Unf,Gd,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,7,133000
875,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,66500
876,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,303477
877,Reg,Mod,TA,TA,TA,TA,Gd,ALQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,132250
878,Reg,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,350000
879,IR1,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,Gd,Min2,NA,Unf,TA,TA,Y,NA,MnPrv,5,7,148000
880,IR1,Gtl,Gd,Gd,TA,TA,No,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,GdWo,5,8,136500
881,Reg,Gtl,TA,TA,Ex,Gd,No,ALQ,Unf,Gd,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,5,5,157000
882,IR1,Gtl,Gd,Gd,Gd,TA,Mn,LwQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,187500
883,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,TA,Typ,TA,RFn,TA,TA,Y,NA,MnPrv,6,5,178000
884,Reg,Gtl,Gd,TA,TA,Fa,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,Gd,Y,NA,NA,4,5,118500
885,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,GdWo,5,5,100000
886,IR1,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,9,5,328900
887,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,5,5,145000
888,IR1,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,135500
889,IR1,Mod,Gd,Gd,TA,Gd,Gd,ALQ,Rec,Ex,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,8,6,268000
890,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,4,149500
891,Reg,Gtl,TA,Gd,TA,TA,Mn,Unf,Unf,Ex,TA,Typ,Po,Unf,TA,TA,Y,NA,MnPrv,5,7,122900
892,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Rec,Gd,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,172500
893,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,6,8,154500
894,Reg,Gtl,TA,TA,Gd,TA,Mn,BLQ,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,GdPrv,5,5,165000
895,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,118858
896,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,140000
897,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,6,106500
898,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,142953
899,IR1,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,611657
900,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,5,7,135000
901,IR1,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,6,110000
902,IR1,Gtl,TA,Gd,TA,TA,Mn,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,153000
903,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,180000
904,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,240000
905,IR1,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,6,125500
